Attention Check,Vehicle Imagined,AV Experience,Primary Mode,ADAS Usage,Tech Confidence,Driving Experience,Continent,Gender,Age,Display,Answer Value,Video ID,Ethnicity,Country,Student,Employment,Driver Trust,Time To Event,Light Conditions,Weather,Scene,Road Type,Ego Fault,Point of Impact,Ego Avoidability,Ego Maneuver,Ego Speeding,Ego Violation,Other Maneuver,Other Speeding,Other Body Style,Other Violation,VRU Involvement,Impact Severity
Pass,HDV,No,Car,Low,High,5-10,Europe,Male,25-45,HDV,0.0,F_thpSGPlLLXEui2s,White,United Kingdom,No,Full-Time,Medium,1.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,Medium,>10,North America,Male,45-65,HDV,0.0,F_thpSGPlLLXEui2s,White,United States,No,Unemployed,Medium,1.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,Medium,<5,North America,Male,<25,HDV,0.0,F_thpSGPlLLXEui2s,White,United States,No,Part-Time,Medium,1.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,Medium,5-10,Africa,Female,25-45,HDV,0.0,F_thpSGPlLLXEui2s,Black,South Africa,Yes,Full-Time,Low,1.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,AV,No,Car,Low,High,<5,Africa,Female,<25,AV,0.0,F_thpSGPlLLXEui2s,Black,South Africa,Yes,Full-Time,Low,1.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Public Transport,Medium,Medium,<5,Africa,Male,<25,HDV,0.0,F_thpSGPlLLXEui2s,Black,South Africa,Unknown,Unknown,Medium,1.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,AV,No,Car,High,High,5-10,Africa,Female,25-45,AV,0.0,F_thpSGPlLLXEui2s,Black,South Africa,Yes,Full-Time,Low,1.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,Medium,5-10,Africa,Male,25-45,AV,0.0,F_thpSGPlLLXEui2s,Black,South Africa,Unknown,Full-Time,Medium,1.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Public Transport,Medium,High,5-10,Africa,Male,25-45,HDV,0.0,F_KS9bYCB5GQh6kKK,Black,South Africa,Unknown,Unknown,High,2.0,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,AV,No,Public Transport,Low,Medium,<5,Africa,Male,<25,AV,0.0,F_KS9bYCB5GQh6kKK,Black,South Africa,Yes,Unemployed,Medium,2.0,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,High,>10,Africa,Female,25-45,HDV,0.0,F_KS9bYCB5GQh6kKK,Black,South Africa,Yes,Unknown,Medium,2.0,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,High,>10,Africa,Male,45-65,HDV,0.0,F_KS9bYCB5GQh6kKK,Black,South Africa,Yes,Full-Time,Medium,2.0,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,High,>10,Africa,Female,45-65,HDV,0.0,F_KS9bYCB5GQh6kKK,Black,South Africa,Yes,Full-Time,Medium,2.0,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,High,<5,Africa,Female,<25,HDV,0.0,F_KS9bYCB5GQh6kKK,Black,South Africa,Yes,Part-Time,Low,2.0,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,High,>10,Africa,Male,25-45,AV,0.0,F_KS9bYCB5GQh6kKK,Black,South Africa,Yes,Full-Time,Medium,2.0,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,AV,No,Motorcycle,Medium,Medium,5-10,Africa,Female,<25,HDV,0.0,F_KS9bYCB5GQh6kKK,Black,South Africa,Unknown,Unknown,Medium,2.0,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,High,>10,North America,Male,25-45,HDV,0.0,F_V6LrOljawBICqgp,White,United States,No,Unemployed,Medium,2.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Public Transport,Low,High,<5,North America,Male,25-45,HDV,0.0,F_V6LrOljawBICqgp,White,United States,Unknown,Unknown,High,2.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,Medium,5-10,Africa,Female,<25,AV,0.0,F_V6LrOljawBICqgp,Black,South Africa,Yes,Part-Time,Medium,2.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,Medium,>10,Europe,Female,>65,HDV,0.0,F_V6LrOljawBICqgp,White,United Kingdom,No,Unemployed,High,2.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Medium,High,<5,Africa,Female,<25,HDV,0.0,F_V6LrOljawBICqgp,Black,South Africa,Yes,Full-Time,High,2.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,AV,No,Car,Low,Medium,>10,Europe,Female,25-45,AV,0.0,F_V6LrOljawBICqgp,White,United Kingdom,No,Full-Time,Low,2.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,High,>10,Europe,Female,>65,HDV,0.0,F_V6LrOljawBICqgp,White,United Kingdom,No,Unemployed,Medium,2.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,High,>10,North America,Male,25-45,HDV,0.0,F_izmGidBHpJZUD3M,White,United States,Unknown,Unknown,High,0.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,Medium,>10,North America,Male,45-65,AV,0.0,F_izmGidBHpJZUD3M,White,United States,No,Unknown,Medium,0.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Public Transport,Medium,High,5-10,Africa,Male,25-45,HDV,0.0,F_izmGidBHpJZUD3M,Black,South Africa,Unknown,Unknown,High,0.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,High,>10,Europe,Male,45-65,HDV,0.0,F_izmGidBHpJZUD3M,White,Spain,No,Unemployed,Medium,0.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,AV,No,Bicycle/on foot,Low,Medium,>10,Europe,Female,25-45,AV,0.0,F_izmGidBHpJZUD3M,White,Poland,No,Full-Time,Low,0.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Car,Low,High,5-10,Europe,Male,25-45,HDV,1.0,F_izmGidBHpJZUD3M,White,United Kingdom,No,Full-Time,Medium,0.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Public Transport,Medium,Medium,<5,Africa,Female,25-45,HDV,1.0,F_izmGidBHpJZUD3M,Black,South Africa,Yes,Full-Time,Medium,0.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,Yes,Public Transport,Medium,High,>10,Africa,Female,25-45,HDV,1.0,F_izmGidBHpJZUD3M,Black,South Africa,Yes,Full-Time,Medium,0.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,AV,No,Car,Medium,High,5-10,Africa,Male,25-45,AV,1.0,F_izmGidBHpJZUD3M,Black,South Africa,No,Full-Time,Medium,0.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,Yes,Car,Low,High,>10,Africa,Female,45-65,HDV,1.0,F_izmGidBHpJZUD3M,Black,South Africa,No,Full-Time,Medium,0.5,Normal,Cloudy,Sub-urban,Stop Sign Intersection,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Sedan,No,No,Minor
Pass,HDV,No,Public Transport,Low,High,>10,North America,Female,45-65,HDV,0.0,F_rhSbmcWyAErwwyn,White,United States,Unknown,Full-Time,Medium,1.0,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,AV,Yes,Public Transport,High,High,<5,Africa,Male,<25,HDV,1.0,F_rhSbmcWyAErwwyn,White,South Africa,Yes,Full-Time,High,1.0,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,AV,No,Car,High,High,5-10,Africa,Female,25-45,AV,1.0,F_rhSbmcWyAErwwyn,Black,South Africa,No,Full-Time,High,1.0,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,AV,No,Car,High,High,>10,North America,Female,>65,AV,1.0,F_m55iF9cwRacDJ6d,White,United States,No,Part-Time,Medium,1.5,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,AV,No,Public Transport,Low,High,<5,Africa,Female,25-45,AV,0.0,F_m55iF9cwRacDJ6d,Black,South Africa,Yes,Full-Time,Medium,1.5,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,HDV,No,Car,High,High,>10,Africa,Male,45-65,HDV,0.0,F_m55iF9cwRacDJ6d,Black,South Africa,Yes,Full-Time,Medium,1.5,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,HDV,No,Car,Low,High,>10,Africa,Female,45-65,HDV,0.0,F_m55iF9cwRacDJ6d,Asian,South Africa,Unknown,Unknown,Medium,1.5,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,AV,No,Car,Low,High,>10,North America,Male,25-45,AV,0.0,F_LdFuohfgarBW3vW,Asian,Canada,Unknown,Full-Time,Low,2.0,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,HDV,No,Car,Low,High,>10,North America,Female,25-45,HDV,1.0,F_LdFuohfgarBW3vW,White,United States,No,Full-Time,High,2.0,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,AV,No,Public Transport,Low,Medium,<5,Europe,Female,25-45,AV,0.0,F_LdFuohfgarBW3vW,White,Greece,No,Full-Time,Medium,2.0,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,AV,No,Car,Low,High,<5,Europe,Male,25-45,AV,0.0,F_LdFuohfgarBW3vW,White,Czech Republic,No,Full-Time,Low,2.0,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,AV,No,Car,Medium,Medium,5-10,Africa,Female,25-45,HDV,1.0,F_LdFuohfgarBW3vW,Black,South Africa,No,Full-Time,Medium,2.0,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,HDV,No,Public Transport,Low,Medium,<5,Africa,Female,<25,HDV,1.0,F_LdFuohfgarBW3vW,Black,South Africa,Yes,Full-Time,Low,2.0,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,HDV,Yes,Public Transport,Medium,High,<5,Africa,Male,<25,HDV,0.0,F_LdFuohfgarBW3vW,Black,South Africa,Yes,Full-Time,Medium,2.0,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,HDV,No,Bicycle/on foot,Low,Medium,5-10,Europe,Male,45-65,HDV,0.0,F_m9xSv5Oe2OYNhEO,White,United Kingdom,No,Unemployed,High,2.5,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,HDV,No,Public Transport,Low,High,>10,South America,Male,25-45,HDV,0.0,F_m9xSv5Oe2OYNhEO,Mixed,Chile,Yes,Unemployed,Medium,2.5,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,HDV,No,Car,Medium,High,>10,Europe,Male,25-45,HDV,0.0,F_m9xSv5Oe2OYNhEO,White,Poland,No,Full-Time,Medium,2.5,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,HDV,No,Car,Low,High,5-10,Africa,Female,45-65,AV,0.0,F_m9xSv5Oe2OYNhEO,Black,South Africa,No,Full-Time,High,2.5,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,AV,No,Car,Low,Medium,5-10,Africa,Female,<25,AV,0.0,F_m9xSv5Oe2OYNhEO,Black,South Africa,Yes,Part-Time,Medium,2.5,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,AV,Yes,Car,High,High,>10,Africa,Male,45-65,HDV,1.0,F_m9xSv5Oe2OYNhEO,Black,South Africa,Yes,Full-Time,High,2.5,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,AV,No,Car,Medium,Medium,5-10,Africa,Male,25-45,AV,0.0,F_AYXDq7Guc008WgX,Black,South Africa,Yes,Part-Time,Medium,0.5,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,HDV,No,Car,Low,High,<5,Africa,Female,25-45,HDV,0.0,F_AYXDq7Guc008WgX,Black,South Africa,No,Full-Time,High,0.5,Dark,Clear,Urban,Residential Area,No,Head-On,Unavoidable,Parking,No,No,Go Straight,Yes,Sedan,No,No,Severe
Pass,AV,No,Car,Medium,High,5-10,South America,Male,25-45,AV,0.0,F_qNjH1fgrwWnpLJo,Unknown,Chile,No,Part-Time,Medium,1.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Car,Low,Medium,<5,Europe,Female,<25,HDV,1.0,F_qNjH1fgrwWnpLJo,Mixed,Finland,Unknown,Unknown,Medium,1.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Bicycle/on foot,Low,Medium,5-10,Europe,Male,45-65,HDV,0.0,F_qNjH1fgrwWnpLJo,White,United Kingdom,No,Unemployed,High,1.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Car,Low,Medium,<5,South America,Female,25-45,AV,0.0,F_qNjH1fgrwWnpLJo,Unknown,Mexico,Yes,Part-Time,Low,1.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Public Transport,Low,High,<5,Europe,Male,45-65,AV,0.0,F_qNjH1fgrwWnpLJo,White,United Kingdom,No,Full-Time,Low,1.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,Yes,Car,Low,High,>10,Europe,Male,25-45,AV,0.0,F_qNjH1fgrwWnpLJo,White,Poland,No,Full-Time,Low,1.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Car,Medium,Medium,>10,North America,Female,45-65,HDV,1.0,F_qNjH1fgrwWnpLJo,White,United States,No,Full-Time,Medium,1.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Car,High,High,5-10,Africa,Female,25-45,AV,1.0,F_qNjH1fgrwWnpLJo,Black,South Africa,Yes,Full-Time,Low,1.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Car,Low,Medium,>10,North America,Female,>65,AV,0.0,F_ETRaCUBzaAu6XWk,White,United States,Unknown,Unknown,Low,1.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Public Transport,Low,Medium,<5,Europe,Male,<25,AV,0.0,F_ETRaCUBzaAu6XWk,Asian,United Kingdom,No,Full-Time,Medium,1.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Car,Low,Medium,>10,North America,Female,45-65,AV,0.0,F_ETRaCUBzaAu6XWk,Black,United States,No,Full-Time,Low,1.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Public Transport,Low,High,<5,Europe,Female,25-45,HDV,1.0,F_ETRaCUBzaAu6XWk,Black,United Kingdom,No,Full-Time,Medium,1.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Car,Medium,High,>10,Europe,Male,45-65,AV,0.0,F_ETRaCUBzaAu6XWk,White,Germany,No,Unknown,Low,1.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,Yes,Car,Medium,Medium,5-10,Africa,Male,<25,HDV,0.0,F_ETRaCUBzaAu6XWk,Black,South Africa,Yes,Full-Time,High,1.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Public Transport,Low,High,<5,Africa,Female,25-45,HDV,0.0,F_ETRaCUBzaAu6XWk,Black,South Africa,Unknown,Unknown,Medium,1.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Car,Low,Low,<5,Africa,Male,<25,AV,1.0,F_ETRaCUBzaAu6XWk,Black,South Africa,Yes,Part-Time,Medium,1.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Car,Low,Medium,>10,North America,Male,45-65,AV,0.0,F_Jp35CTahNxd8pdi,White,United States,No,Full-Time,Low,2.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Car,High,High,>10,North America,Female,25-45,AV,0.0,F_Jp35CTahNxd8pdi,Black,Canada,No,Full-Time,Low,2.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Car,High,High,5-10,Europe,Female,<25,HDV,0.0,F_Jp35CTahNxd8pdi,White,Poland,Yes,Part-Time,Medium,2.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Public Transport,Low,High,5-10,Europe,Male,25-45,HDV,0.0,F_Jp35CTahNxd8pdi,White,Poland,No,Full-Time,High,2.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Car,Low,High,5-10,Africa,Female,25-45,AV,0.0,F_Jp35CTahNxd8pdi,Black,South Africa,Yes,Full-Time,Medium,2.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Car,High,High,>10,North America,Male,25-45,HDV,0.0,F_Jp35CTahNxd8pdi,White,United States,Unknown,Unknown,High,2.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Car,High,High,5-10,Africa,Female,25-45,HDV,1.0,F_Jp35CTahNxd8pdi,Black,South Africa,No,Full-Time,High,2.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Car,Medium,Medium,<5,Africa,Male,25-45,AV,0.0,F_Jp35CTahNxd8pdi,Black,South Africa,Yes,Full-Time,Medium,2.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Car,Low,High,>10,Africa,Male,45-65,HDV,0.0,F_Jp35CTahNxd8pdi,Mixed,South Africa,No,Full-Time,High,2.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,Yes,Public Transport,Medium,High,<5,Africa,Female,<25,HDV,0.0,F_Jp35CTahNxd8pdi,Black,South Africa,Yes,Full-Time,Medium,2.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,Yes,Public Transport,Medium,Medium,<5,North America,Male,25-45,HDV,0.0,F_Jp35CTahNxd8pdi,Black,Kenya,No,Full-Time,Medium,2.0,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Car,Medium,High,<5,Europe,Male,25-45,AV,0.0,F_S15r9hrNRm1JOWr,Asian,United Kingdom,No,Full-Time,Low,2.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Car,Low,High,>10,North America,Female,45-65,HDV,0.0,F_S15r9hrNRm1JOWr,White,United States,Unknown,Unknown,Low,2.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Car,Low,Medium,>10,Europe,Female,45-65,HDV,0.0,F_S15r9hrNRm1JOWr,Mixed,United Kingdom,No,Unknown,Medium,2.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Car,Low,High,<5,North America,Male,<25,AV,0.0,F_S15r9hrNRm1JOWr,Asian,United States,Unknown,Unknown,Low,2.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,AV,No,Public Transport,Medium,High,<5,Europe,Female,25-45,AV,0.0,F_S15r9hrNRm1JOWr,Black,Germany,No,Full-Time,Medium,2.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Car,High,High,>10,North America,Female,>65,HDV,0.0,F_S15r9hrNRm1JOWr,White,Canada,No,Unemployed,Medium,2.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,No,Public Transport,Low,Medium,<5,Europe,Male,25-45,HDV,0.0,F_S15r9hrNRm1JOWr,White,Latvia,Unknown,Unknown,High,2.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
Pass,HDV,Yes,Public Transport,Low,High,5-10,Africa,Female,25-45,HDV,1.0,F_S15r9hrNRm1JOWr,Black,South Africa,No,Full-Time,Medium,2.5,Normal,Cloudy,Highway,Highway,Yes,Rear-End,Clearly Avoidable,Go Straight,No,No,Slow Down,No,Van,No,No,Minor
